BSN,Portfoy,Tahsilat,Tarih
BSN0568717,BANK2P2,373.80,7/23/2013
BSN0573959,BANK2P2,121.64,5/29/2013
BSN0582833,BANK2P2,205.00,1/20/2014
BSN0567758,BANK2P2,551.04,7/27/2012
BSN0582051,BANK2P2,150.00,4/15/2013
BSN0573515,BANK2P2,200.00,10/4/2013
BSN0565718,BANK2P2,308.74,6/13/2012
BSN0573413,BANK2P2,190.00,3/25/2013
BSN0566090,BANK2P2,250.00,10/21/2013
BSN0575475,BANK2P2,100.00,3/12/2013
BSN0566232,BANK2P2,27.45,5/31/2013
BSN0579380,BANK2P2,296.05,8/31/2012
BSN0570343,BANK2P2,562.14,8/27/2013
BSN0567464,BANK2P2,85.65,5/14/2013
BSN0569322,BANK2P2,34.71,11/18/2013
BSN0572788,BANK2P2,360.08,9/7/2012
BSN0569015,BANK2P2,400.00,1/16/2013
BSN0580793,BANK2P2,250.00,4/18/2013
BSN0567756,BANK2P2,1504.70,7/31/2012
BSN0579267,BANK2P2,116.00,12/24/2012
BSN0566487,BANK2P2,103.46,11/5/2013
BSN0426117,BANK2P2,93.07,3/28/2013
BSN0567707,BANK2P2,14.49,1/27/2014
BSN0516641,BANK2P2,1347.98,3/28/2013
BSN0572731,BANK2P2,46.65,8/23/2013
BSN0577589,BANK2P2,350.00,11/18/2013
BSN0578724,BANK2P2,130.00,3/25/2013
BSN0568698,BANK2P2,500.00,5/24/2013
BSN0583423,BANK2P2,250.00,1/28/2014
BSN0575394,BANK2P2,300.00,9/25/2012
BSN0452421,BANK2P2,90.11,4/19/2013
BSN0583771,BANK2P2,1000.00,9/18/2013
BSN0574439,BANK2P2,11.10,10/17/2012
BSN0576364,BANK2P2,650.00,8/13/2013
BSN0570950,BANK2P2,83.00,2/14/2013
BSN0567810,BANK2P2,178.86,10/15/2012
BSN0567680,BANK2P2,53.72,12/9/2013
BSN0566257,BANK2P2,58.52,11/22/2013
BSN0574938,BANK2P2,400.00,9/17/2012
BSN0567426,BANK2P2,37.58,6/19/2013
BSN0569464,BANK2P2,36.91,1/22/2014
BSN0435921,BANK2P2,20.84,1/17/2014
BSN0576028,BANK2P2,1800.00,1/22/2014
BSN0580674,BANK2P2,300.00,9/28/2012
BSN0565881,BANK2P2,358.53,5/2/2013
BSN0565898,BANK2P2,100.00,6/13/2012
BSN0582388,BANK2P2,200.00,2/5/2014
BSN0567901,BANK2P2,297.12,6/17/2013
BSN0565572,BANK2P2,188.10,8/17/2012
BSN0566487,BANK2P2,419.19,10/19/2012
BSN0573779,BANK2P2,180.00,11/15/2012
BSN0569226,BANK2P2,467.30,12/10/2013
BSN0575504,BANK2P2,10.94,2/7/2013
BSN0571674,BANK2P2,180.03,1/28/2014
BSN0576433,BANK2P2,100.00,12/24/2012
BSN0578328,BANK2P2,200.00,6/25/2013
BSN0037413,BANK2P2,322.26,6/19/2013
BSN0578914,BANK2P2,440.30,7/16/2012
BSN0573167,BANK2P2,100.00,12/18/2012
BSN0573176,BANK2P2,546.06,8/16/2013
BSN0566184,BANK2P2,76.72,2/25/2014
BSN0565335,BANK2P2,467.30,3/21/2013
BSN0534403,BANK2P2,116.44,5/3/2013
BSN0582986,BANK2P2,750.00,11/5/2012
BSN0565328,BANK2P2,11.04,11/4/2013
BSN0569178,BANK2P2,564.30,12/26/2012
BSN0567281,BANK2P2,150.00,4/10/2013
BSN0569918,BANK2P2,185.04,1/28/2013
BSN0569464,BANK2P2,8.33,7/17/2013
BSN0573695,BANK2P2,348.00,6/13/2012
BSN0565889,BANK2P2,2300.00,1/7/2013
BSN0573747,BANK2P2,498.27,6/13/2012
BSN0575504,BANK2P2,8.75,10/23/2013
BSN0567837,BANK2P2,142.30,9/11/2013
BSN0577674,BANK2P2,201.67,12/28/2012
BSN0549353,BANK2P2,401.86,10/11/2013
BSN0575736,BANK2P2,520.00,9/24/2013
BSN0164015,BANK2P2,5809.19,6/26/2013
BSN0567428,BANK2P2,232.53,6/14/2013
BSN0566562,BANK2P2,150.82,7/20/2012
BSN0574113,BANK2P2,350.00,10/24/2013
BSN0566813,BANK2P2,500.00,9/27/2012
BSN0565642,BANK2P2,566.23,7/19/2013
BSN0565542,BANK2P2,659.80,7/23/2013
BSN0567827,BANK2P2,7.87,10/31/2012
BSN0580993,BANK2P2,100.00,12/26/2013
BSN0568064,BANK2P2,250.00,9/27/2012
BSN0567999,BANK2P2,52.68,1/20/2014
BSN0567245,BANK2P2,157.01,12/26/2013
BSN0571419,BANK2P2,1219.22,10/19/2012
BSN0308955,BANK2P2,65.29,2/28/2013
BSN0568372,BANK2P2,511.34,7/16/2013
BSN0575504,BANK2P2,191.25,12/10/2013
BSN0566451,BANK2P2,294.04,11/14/2013
BSN0583622,BANK2P2,700.00,4/19/2013
BSN0566000,BANK2P2,713.11,11/22/2012
BSN0567830,BANK2P2,52.95,5/20/2013
BSN0424721,BANK2P2,64.71,6/28/2012
BSN0488495,BANK2P2,990.79,9/26/2012
BSN0571106,BANK2P2,13.89,1/15/2014
BSN0574059,BANK2P2,2452.52,2/26/2014
BSN0582527,BANK2P2,80.22,2/19/2013
BSN0580585,BANK2P2,600.00,6/11/2013
BSN0573106,BANK2P2,250.00,9/12/2013
BSN0565329,BANK2P2,279.84,6/17/2013
BSN0567846,BANK2P2,514.29,9/10/2012
BSN0568133,BANK2P2,47.46,12/10/2012
BSN0567260,BANK2P2,815.12,8/13/2013
BSN0565333,BANK2P2,357.46,7/30/2012
BSN0568899,BANK2P2,6628.35,11/20/2013
BSN0485442,BANK2P2,1885.89,11/28/2013
BSN0326084,BANK2P2,3931.39,1/21/2014
BSN0576968,BANK2P2,116.50,5/23/2013
BSN0567833,BANK2P2,270.97,11/30/2012
BSN0566563,BANK2P2,247.70,10/22/2013
BSN0566453,BANK2P2,16.55,10/23/2012
BSN0192203,BANK2P2,96.86,11/29/2012
BSN0572754,BANK2P2,1310.00,6/27/2013
BSN0567205,BANK2P2,250.00,6/17/2013
BSN0566119,BANK2P2,109.04,4/9/2013
BSN0569945,BANK2P2,172.70,4/19/2013
BSN0566792,BANK2P2,163.05,8/29/2012
BSN0565441,BANK2P2,320.00,6/13/2012
BSN0565684,BANK2P2,19.79,11/27/2013
BSN0570446,BANK2P2,300.00,11/20/2012
BSN0579641,BANK2P2,135.84,9/2/2013
BSN0566221,BANK2P2,283.78,3/1/2013
BSN0570136,BANK2P2,76.27,8/22/2013
BSN0572873,BANK2P2,150.00,11/29/2013
BSN0566219,BANK2P2,752.40,7/27/2012
BSN0576450,BANK2P2,1295.00,9/13/2012
BSN0566590,BANK2P2,22.66,4/24/2013
BSN0566761,BANK2P2,200.00,12/26/2013
BSN0567852,BANK2P2,467.30,10/30/2013
BSN0574033,BANK2P2,313.61,2/8/2013
BSN0567818,BANK2P2,7.31,11/22/2013
BSN0577419,BANK2P2,200.00,9/11/2012
BSN0486303,BANK2P2,75.07,11/22/2013
BSN0566404,BANK2P2,497.44,5/9/2013
BSN0576893,BANK2P2,77.00,12/24/2012
BSN0566352,BANK2P2,1121.40,6/26/2013
BSN0570846,BANK2P2,454.67,9/25/2012
BSN0565738,BANK2P2,105.48,5/29/2013
BSN0567295,BANK2P2,165.61,5/15/2013
BSN0566980,BANK2P2,224.30,2/7/2014
BSN0568518,BANK2P2,204.57,6/26/2013
BSN0567839,BANK2P2,40.63,1/10/2014
BSN0570453,BANK2P2,200.00,9/2/2013
BSN0565431,BANK2P2,107.74,3/8/2013
BSN0567839,BANK2P2,52.44,2/21/2014
BSN0140249,BANK2P2,65.96,11/22/2012
BSN0579952,BANK2P2,150.00,6/25/2013
BSN0566293,BANK2P2,987.60,6/13/2012
BSN0566610,BANK2P2,142.64,12/28/2012
BSN0567705,BANK2P2,358.13,2/12/2014
BSN0577135,BANK2P2,800.00,7/19/2012
BSN0566154,BANK2P2,23.32,1/23/2014
BSN0575408,BANK2P2,500.00,11/29/2013
BSN0566425,BANK2P2,131.91,8/2/2012
BSN0566809,BANK2P2,444.38,7/27/2012
BSN0565866,BANK2P2,39.88,10/31/2012
BSN0462699,BANK2P2,228.91,8/6/2012
BSN0565411,BANK2P2,14.63,8/19/2013
BSN0570925,BANK2P2,2750.00,6/27/2013
BSN0544315,BANK2P2,1972.21,10/28/2013
BSN0565554,BANK2P2,4000.00,5/9/2013
BSN0567703,BANK2P2,2821.20,7/17/2012
BSN0565620,BANK2P2,235.10,9/4/2012
BSN0573011,BANK2P2,53.00,3/21/2013
BSN0579646,BANK2P2,250.00,1/6/2014
BSN0565190,BANK2P2,156.44,3/28/2013
BSN0568449,BANK2P2,255.41,8/16/2012
BSN0568448,BANK2P2,1000.00,6/13/2012
BSN0565879,BANK2P2,1400.00,8/28/2012
BSN0573225,BANK2P2,3000.00,1/25/2013
BSN0566949,BANK2P2,203.38,7/26/2012
BSN0566602,BANK2P2,150.00,3/12/2013
BSN0567206,BANK2P2,752.40,12/24/2012
BSN0117224,BANK2P2,196.00,9/30/2013
BSN0565951,BANK2P2,500.00,9/18/2012
BSN0567409,BANK2P2,153.78,6/27/2013
BSN0575179,BANK2P2,376.77,8/12/2013
BSN0570304,BANK2P2,284.64,11/23/2012
BSN0373275,BANK2P2,77.25,5/10/2013
BSN0565645,BANK2P2,186.90,11/25/2013
BSN0574436,BANK2P2,130.32,11/12/2013
BSN0572037,BANK2P2,192.35,1/4/2013
BSN0568038,BANK2P2,162.84,2/22/2013
BSN0566301,BANK2P2,162.27,9/30/2013
BSN0505792,BANK2P2,271.32,6/24/2013
BSN0567078,BANK2P2,63.57,8/6/2013
BSN0534745,BANK2P2,247.00,12/31/2012
BSN0568215,BANK2P2,600.00,4/19/2013
BSN0580599,BANK2P2,141.00,9/27/2012
BSN0573920,BANK2P2,58.27,2/27/2013
BSN0567464,BANK2P2,85.65,1/14/2013
BSN0371262,BANK2P2,448.58,4/30/2013
BSN0567775,BANK2P2,145.85,9/13/2012
BSN0565477,BANK2P2,164.62,9/4/2013
BSN0334758,BANK2P2,49.34,10/10/2013
BSN0567906,BANK2P2,2126.38,11/27/2012
BSN0565665,BANK2P2,1427.87,7/27/2012
BSN0322324,BANK2P2,89.06,7/29/2013
BSN0565837,BANK2P2,757.00,7/9/2013
BSN0569089,BANK2P2,195.22,2/25/2013
BSN0566265,BANK2P2,22.86,5/14/2013
BSN0567723,BANK2P2,56.34,6/28/2013
BSN0571029,BANK2P2,210.30,9/2/2013
BSN0566010,BANK2P2,25.68,9/18/2013
BSN0565923,BANK2P2,200.00,3/15/2013
BSN0583330,BANK2P2,1045.00,4/1/2013
BSN0566473,BANK2P2,64.74,8/19/2013
BSN0567295,BANK2P2,61.92,1/23/2014
BSN0288289,BANK2P2,31.85,3/11/2013
BSN0583385,BANK2P2,50.00,1/18/2013
BSN0565562,BANK2P2,200.00,4/1/2013
BSN0574306,BANK2P2,250.00,1/14/2013
BSN0580093,BANK2P2,30.90,9/11/2013
BSN0568292,BANK2P2,29.16,9/19/2012
BSN0579502,BANK2P2,750.00,2/11/2013
BSN0571329,BANK2P2,100.00,6/13/2012
BSN0204639,BANK2P2,901.04,7/20/2012
BSN0550150,BANK2P2,146.99,12/25/2012
BSN0565654,BANK2P2,141.36,4/22/2013
BSN0566610,BANK2P2,146.44,2/7/2014
BSN0566257,BANK2P2,423.40,6/13/2012
BSN0568478,BANK2P2,75.00,5/14/2013
BSN0569217,BANK2P2,1000.00,5/28/2013
BSN0565872,BANK2P2,330.47,2/26/2014
BSN0567114,BANK2P2,200.00,7/24/2012
BSN0389668,BANK2P2,27.03,1/28/2013
BSN0562583,BANK2P2,82.60,2/4/2014
BSN0571737,BANK2P2,550.00,12/24/2012
BSN0565477,BANK2P2,13.41,9/4/2013
BSN0569550,BANK2P2,100.00,11/19/2012
BSN0551098,BANK2P2,217.51,1/30/2013
BSN0410399,BANK2P2,26.81,9/23/2013
BSN0567305,BANK2P2,450.23,12/26/2012
BSN0565439,BANK2P2,759.98,11/28/2012
BSN0568645,BANK2P2,786.01,7/26/2012
BSN0579797,BANK2P2,132.99,5/22/2013
BSN0125912,BANK2P2,154.38,6/11/2013
BSN0567760,BANK2P2,78.50,8/29/2013
BSN0569343,BANK2P2,171.28,3/22/2013
BSN0568245,BANK2P2,815.51,7/23/2013
BSN0575386,BANK2P2,200.00,9/10/2012
BSN0578841,BANK2P2,94.86,8/27/2012
BSN0481791,BANK2P2,495.26,8/3/2012
BSN0581032,BANK2P2,350.00,5/7/2013
BSN0565528,BANK2P2,114.34,10/24/2013
BSN0570850,BANK2P2,20.30,11/26/2012
BSN0567731,BANK2P2,197.83,11/11/2013
BSN0566549,BANK2P2,460.00,2/6/2014
BSN0567260,BANK2P2,815.12,11/7/2013
BSN0569755,BANK2P2,2100.00,6/15/2012
BSN0583168,BANK2P2,200.00,1/18/2013
BSN0577742,BANK2P2,150.00,9/18/2013
BSN0579941,BANK2P2,1700.00,5/16/2013
BSN0581593,BANK2P2,433.00,8/17/2012
BSN0573659,BANK2P2,10.19,1/3/2014
BSN0574561,BANK2P2,342.36,6/24/2013
BSN0579479,BANK2P2,600.00,7/9/2012
BSN0568785,BANK2P2,2.22,2/20/2014
BSN0301181,BANK2P2,80.39,4/18/2013
BSN0577321,BANK2P2,63.51,12/23/2013
BSN0568202,BANK2P2,32.68,3/4/2013
BSN0565640,BANK2P2,58.00,1/31/2013
BSN0573219,BANK2P2,3279.15,4/22/2013
BSN0565640,BANK2P2,174.00,10/23/2012
BSN0583403,BANK2P2,200.00,5/17/2013
BSN0566674,BANK2P2,29.56,7/4/2013
BSN0122679,BANK2P2,250.00,11/26/2012
BSN0570482,BANK2P2,48.38,2/3/2014
BSN0520185,BANK2P2,769.00,9/30/2013
BSN0570678,BANK2P2,400.00,6/26/2013
BSN0567053,BANK2P2,327.10,8/5/2013
BSN0581144,BANK2P2,100.00,12/26/2013
BSN0565397,BANK2P2,88.30,3/21/2013
BSN0565542,BANK2P2,330.00,8/29/2013
BSN0276988,BANK2P2,26.32,9/24/2012
BSN0565929,BANK2P2,14.74,9/27/2012
BSN0568927,BANK2P2,698.42,8/31/2012
BSN0565337,BANK2P2,366.02,9/27/2012
BSN0567334,BANK2P2,170.16,9/10/2013
BSN0572796,BANK2P2,350.73,6/10/2013
BSN0315508,BANK2P2,24.48,12/10/2013
BSN0190167,BANK2P2,2569.90,4/3/2013
BSN0566644,BANK2P2,50.48,10/30/2013
BSN0567169,BANK2P2,200.00,6/25/2013
BSN0565481,BANK2P2,258.25,2/20/2014
BSN0572261,BANK2P2,250.00,12/3/2013
BSN0571616,BANK2P2,79.39,5/29/2013
BSN0568087,BANK2P2,1901.40,10/23/2013
BSN0566436,BANK2P2,100.00,11/13/2012
BSN0581836,BANK2P2,100.00,3/6/2013
BSN0548263,BANK2P2,70.26,9/18/2012
BSN0572588,BANK2P2,250.00,8/17/2012
BSN0573575,BANK2P2,850.00,11/4/2013
BSN0567245,BANK2P2,15.28,5/30/2013
BSN0566654,BANK2P2,43.33,12/12/2012
BSN0565414,BANK2P2,97.31,11/20/2013
BSN0565821,BANK2P2,404.40,8/29/2012
BSN0574397,BANK2P2,207.00,11/26/2012
BSN0579517,BANK2P2,100.00,8/6/2012
BSN0565431,BANK2P2,91.82,7/31/2012
BSN0126533,BANK2P2,40.33,8/2/2013
BSN0256768,BANK2P2,65.03,9/20/2013
BSN0567464,BANK2P2,44.35,3/13/2013
BSN0565531,BANK2P2,11.75,2/20/2014
BSN0570820,BANK2P2,100.00,11/11/2013
BSN0567349,BANK2P2,111.30,2/18/2013
BSN0567830,BANK2P2,58.78,8/29/2012
BSN0567305,BANK2P2,49.77,7/23/2012
BSN0583587,BANK2P2,200.00,6/17/2013
BSN0580357,BANK2P2,650.00,1/9/2013
BSN0572988,BANK2P2,150.00,11/25/2013
BSN0573088,BANK2P2,500.00,12/7/2012
BSN0575974,BANK2P2,450.00,8/6/2012
BSN0571416,BANK2P2,600.00,10/30/2012
BSN0566233,BANK2P2,775.70,3/5/2013
BSN0575404,BANK2P2,4000.00,12/17/2012
BSN0571047,BANK2P2,117.67,11/7/2013
BSN0557775,BANK2P2,21.87,12/13/2012
BSN0566761,BANK2P2,200.00,3/18/2013
BSN0583746,BANK2P2,1000.00,7/31/2013
BSN0257883,BANK2P2,186.03,4/25/2013
BSN0567364,BANK2P2,211.95,12/28/2012
BSN0568324,BANK2P2,560.00,5/22/2013
BSN0565897,BANK2P2,8196.03,7/13/2012
BSN0567523,BANK2P2,137.09,2/7/2014
BSN0573657,BANK2P2,400.00,10/15/2012
BSN0576392,BANK2P2,700.00,12/26/2013
BSN0566084,BANK2P2,444.12,9/20/2013
BSN0565542,BANK2P2,342.10,9/24/2013
BSN0550651,BANK2P2,192.78,11/16/2012
BSN0568468,BANK2P2,282.62,2/21/2013
BSN0160788,BANK2P2,224.32,12/30/2013
BSN0567523,BANK2P2,91.40,12/9/2013
BSN0567875,BANK2P2,243.00,3/4/2013
BSN0566020,BANK2P2,98.58,8/14/2012
BSN0547080,BANK2P2,84.00,1/27/2014
BSN0573715,BANK2P2,200.00,5/23/2013
BSN0569243,BANK2P2,97.71,6/21/2013
BSN0565936,BANK2P2,263.66,8/15/2012
BSN0570017,BANK2P2,500.00,12/19/2012
BSN0567783,BANK2P2,2206.30,1/28/2013
BSN0573150,BANK2P2,2.07,11/22/2013
BSN0571077,BANK2P2,115.86,6/25/2013
BSN0580844,BANK2P2,550.00,5/22/2013
BSN0566143,BANK2P2,94.07,4/19/2013
BSN0575504,BANK2P2,239.06,4/8/2013
BSN0570846,BANK2P2,63.26,5/29/2013
BSN0569834,BANK2P2,520.00,7/31/2013
BSN0567470,BANK2P2,380.81,11/1/2013
BSN0570461,BANK2P2,2823.00,11/22/2012
BSN0566448,BANK2P2,282.20,6/13/2012
BSN0570750,BANK2P2,415.00,8/27/2012
BSN0379632,BANK2P2,77.27,10/21/2013
BSN0566928,BANK2P2,171.67,2/11/2013
BSN0582453,BANK2P2,100.00,10/23/2013
BSN0571393,BANK2P2,295.00,2/26/2013
BSN0568304,BANK2P2,470.20,9/24/2012
BSN0576077,BANK2P2,40.00,10/22/2012
BSN0578202,BANK2P2,150.00,4/24/2013
BSN0573643,BANK2P2,159.91,7/12/2013
BSN0568638,BANK2P2,551.97,11/5/2012
BSN0576303,BANK2P2,200.00,12/6/2013
BSN0568097,BANK2P2,674.74,7/18/2013
BSN0577281,BANK2P2,750.00,1/21/2013
BSN0572019,BANK2P2,23.98,9/25/2013
BSN0567707,BANK2P2,23.82,11/18/2013
BSN0568396,BANK2P2,150.00,11/4/2013
BSN0566916,BANK2P2,1105.56,9/24/2013
BSN0573038,BANK2P2,434.73,1/24/2013
BSN0565983,BANK2P2,154.43,9/16/2013
BSN0569907,BANK2P2,501.00,10/4/2012
BSN0566764,BANK2P2,376.20,7/27/2012
BSN0568033,BANK2P2,318.00,1/17/2013
BSN0576245,BANK2P2,200.00,1/14/2013
BSN0565602,BANK2P2,1175.50,6/13/2012
BSN0162882,BANK2P2,30.89,8/9/2012
BSN0572900,BANK2P2,81.75,11/26/2012
BSN0566091,BANK2P2,39.75,5/30/2013
BSN0581334,BANK2P2,150.00,1/14/2013
BSN0568236,BANK2P2,235.14,12/10/2013
BSN0565576,BANK2P2,146.56,1/29/2013
BSN0577419,BANK2P2,200.00,12/4/2012
BSN0565425,BANK2P2,143.78,3/21/2013
BSN0572264,BANK2P2,64.15,11/27/2012
BSN0579936,BANK2P2,150.00,2/14/2013
BSN0287556,BANK2P2,138.22,1/30/2014
BSN0573190,BANK2P2,350.00,9/6/2013
BSN0557775,BANK2P2,10.87,9/19/2013
BSN0567571,BANK2P2,1800.00,3/8/2013
BSN0567702,BANK2P2,425.00,7/19/2013
BSN0568368,BANK2P2,496.47,8/23/2013
BSN0570521,BANK2P2,332.80,11/12/2013
BSN0566767,BANK2P2,66.83,12/26/2012
BSN0565294,BANK2P2,160.00,1/21/2013
BSN0134265,BANK2P2,89.37,2/15/2013
BSN0565884,BANK2P2,141.65,12/3/2013
BSN0018425,BANK2P2,451.46,5/9/2013
BSN0571360,BANK2P2,210.00,1/16/2014
BSN0567774,BANK2P2,35.18,10/31/2013
BSN0571354,BANK2P2,56.79,5/27/2013
BSN0521940,BANK2P2,76.81,8/27/2013
BSN0569011,BANK2P2,280.40,5/23/2013
BSN0569464,BANK2P2,10.01,6/18/2013
BSN0580093,BANK2P2,69.10,9/11/2013
BSN0571211,BANK2P2,147.00,4/26/2013
BSN0573843,BANK2P2,355.00,8/15/2012
BSN0257883,BANK2P2,187.22,10/30/2012
BSN0579110,BANK2P2,70.00,8/28/2013
BSN0571391,BANK2P2,279.58,9/24/2013
BSN0580300,BANK2P2,100.00,9/14/2012
BSN0565318,BANK2P2,629.41,12/27/2012
BSN0567165,BANK2P2,25.79,3/5/2013
BSN0543439,BANK2P2,188.10,6/13/2012
BSN0567906,BANK2P2,3.87,8/15/2013
BSN0565652,BANK2P2,658.30,8/13/2012
BSN0572676,BANK2P2,72.18,11/29/2012
BSN0556917,BANK2P2,147.48,8/8/2012
BSN0576669,BANK2P2,500.00,11/20/2013
BSN0582562,BANK2P2,600.00,1/30/2013
BSN0307788,BANK2P2,113.48,1/20/2014
BSN0578239,BANK2P2,24.89,6/27/2013
BSN0566448,BANK2P2,212.14,7/24/2013
BSN0580677,BANK2P2,500.00,9/30/2013
BSN0566980,BANK2P2,225.70,6/13/2012
BSN0574581,BANK2P2,250.00,5/23/2013
BSN0570614,BANK2P2,204.46,11/21/2013
BSN0568069,BANK2P2,622.73,11/8/2013
BSN0571529,BANK2P2,1000.00,1/3/2013
BSN0567267,BANK2P2,400.00,8/6/2012
BSN0568097,BANK2P2,1313.10,12/4/2012
BSN0567078,BANK2P2,172.56,7/22/2013
BSN0565867,BANK2P2,400.00,6/21/2013
BSN0565580,BANK2P2,140.00,12/16/2013
BSN0566415,BANK2P2,75.29,7/26/2012
BSN0565493,BANK2P2,518.58,6/24/2013
BSN0567888,BANK2P2,1593.63,9/5/2013
BSN0580306,BANK2P2,250.00,6/26/2013
BSN0565981,BANK2P2,11105.00,8/16/2013
BSN0577534,BANK2P2,100.00,2/21/2014
BSN0254207,BANK2P2,200.00,2/19/2013
BSN0567836,BANK2P2,17.07,11/11/2013
BSN0565409,BANK2P2,266.48,7/4/2013
BSN0567737,BANK2P2,180.58,4/16/2013
BSN0566392,BANK2P2,373.80,12/23/2013
BSN0570263,BANK2P2,200.00,6/25/2013
BSN0569048,BANK2P2,500.00,11/5/2012
BSN0575847,BANK2P2,300.00,7/10/2013
BSN0567680,BANK2P2,15.72,1/9/2014
BSN0574275,BANK2P2,100.00,12/30/2013
BSN0570167,BANK2P2,252.36,11/22/2012
BSN0566980,BANK2P2,224.30,10/24/2013
BSN0567436,BANK2P2,705.30,12/24/2012
BSN0581182,BANK2P2,400.00,1/14/2014
BSN0569322,BANK2P2,465.29,11/18/2013
BSN0574402,BANK2P2,304.00,11/4/2013
BSN0318811,BANK2P2,33.36,2/6/2014
BSN0294064,BANK2P2,25.35,4/12/2013
BSN0577467,BANK2P2,300.00,1/16/2014
BSN0578008,BANK2P2,57.76,5/22/2013
BSN0578056,BANK2P2,655.28,3/18/2013
BSN0403433,BANK2P2,6456.83,9/25/2012
BSN0567839,BANK2P2,424.14,1/31/2014
BSN0134265,BANK2P2,67.03,1/25/2013
BSN0568410,BANK2P2,179.76,3/4/2013
BSN0567658,BANK2P2,324.60,1/14/2013
BSN0567906,BANK2P2,17.39,4/17/2013
BSN0575461,BANK2P2,200.00,2/6/2013
BSN0565441,BANK2P2,330.00,7/6/2012
BSN0567295,BANK2P2,218.48,1/23/2014
BSN0567892,BANK2P2,9560.43,10/1/2013
BSN0566824,BANK2P2,290.32,3/27/2013
BSN0578914,BANK2P2,229.99,8/17/2012
BSN0580358,BANK2P2,34.12,7/19/2013
BSN0567461,BANK2P2,205.85,12/5/2013
BSN0573467,BANK2P2,100.00,4/24/2013
BSN0566340,BANK2P2,355.68,6/4/2013
BSN0573446,BANK2P2,200.40,8/24/2012
BSN0582266,BANK2P2,40.00,5/27/2013
BSN0569089,BANK2P2,187.20,7/26/2013
BSN0567811,BANK2P2,74.19,8/28/2013
BSN0574992,BANK2P2,385.00,10/25/2013
BSN0569011,BANK2P2,280.40,11/28/2013
BSN0571103,BANK2P2,1700.00,2/14/2013
BSN0496134,BANK2P2,129.79,5/16/2013
BSN0568215,BANK2P2,600.00,9/12/2013
BSN0565506,BANK2P2,453.60,1/20/2014
BSN0568065,BANK2P2,57.59,3/27/2013
BSN0523866,BANK2P2,16.60,8/9/2012
BSN0566392,BANK2P2,373.80,3/6/2013
BSN0574563,BANK2P2,895.00,3/8/2013
BSN0567475,BANK2P2,1500.00,7/19/2012
BSN0573867,BANK2P2,323.77,8/15/2012
BSN0570341,BANK2P2,10000.00,11/5/2013
BSN0566415,BANK2P2,499.76,1/24/2013
BSN0570747,BANK2P2,100.00,1/30/2013
BSN0566486,BANK2P2,310.00,9/25/2013
BSN0560013,BANK2P2,452.23,11/28/2012
BSN0565642,BANK2P2,904.67,6/13/2012
BSN0566565,BANK2P2,42.82,5/2/2013
BSN0545587,BANK2P2,67.23,12/12/2013
BSN0040928,BANK2P2,400.52,7/18/2012
BSN0568054,BANK2P2,148.21,5/23/2013
BSN0566415,BANK2P2,77.71,7/25/2012
BSN0568223,BANK2P2,180.93,2/26/2013
BSN0569228,BANK2P2,250.00,6/13/2012
BSN0567677,BANK2P2,60.43,5/21/2013
BSN0575926,BANK2P2,47.39,4/17/2013
BSN0573022,BANK2P2,395.00,9/26/2013
BSN0572716,BANK2P2,208.34,11/5/2012
BSN0571288,BANK2P2,100.00,12/31/2013
BSN0567858,BANK2P2,4142.32,11/12/2013
BSN0568698,BANK2P2,500.00,10/31/2012
BSN0568372,BANK2P2,324.88,6/13/2013
BSN0578170,BANK2P2,200.00,5/30/2013
BSN0567823,BANK2P2,326.95,6/13/2012
BSN0268371,BANK2P2,21.97,10/31/2012
BSN0566365,BANK2P2,50.16,8/21/2013
BSN0582520,BANK2P2,100.00,9/17/2012
BSN0575523,BANK2P2,159.00,9/17/2012
BSN0572691,BANK2P2,130.00,8/20/2013
BSN0581993,BANK2P2,1300.00,11/7/2013
BSN0256893,BANK2P2,15.13,1/29/2014
BSN0572792,BANK2P2,175.00,2/21/2013
BSN0567169,BANK2P2,200.00,9/27/2013
BSN0568026,BANK2P2,230.58,11/29/2012
BSN0568920,BANK2P2,396.59,11/19/2013
BSN0570990,BANK2P2,350.00,11/1/2013
BSN0247479,BANK2P2,4449.84,12/31/2012
BSN0565400,BANK2P2,240.98,3/19/2013
BSN0573151,BANK2P2,50.00,11/30/2012
BSN0256893,BANK2P2,204.84,11/6/2012
BSN0566821,BANK2P2,87.97,4/16/2013
BSN0001362,BANK2P2,55.35,11/19/2012
BSN0578084,BANK2P2,45.00,7/22/2013
BSN0567963,BANK2P2,61.13,12/26/2012
BSN0415309,BANK2P2,55.84,7/20/2012
BSN0565528,BANK2P2,779.71,5/2/2013
BSN0568805,BANK2P2,128.11,1/23/2014
BSN0566291,BANK2P2,376.20,12/24/2012
BSN0318353,BANK2P2,2189.99,1/29/2013
BSN0579267,BANK2P2,115.00,9/27/2013
BSN0575065,BANK2P2,71.00,2/4/2013
BSN0565588,BANK2P2,85.07,10/24/2013
BSN0580054,BANK2P2,50.00,5/29/2013
BSN0574897,BANK2P2,300.00,11/26/2012
BSN0567801,BANK2P2,24.30,3/15/2013
BSN0579548,BANK2P2,150.00,6/3/2013
BSN0573501,BANK2P2,233.70,8/15/2013
BSN0263125,BANK2P2,12.17,7/26/2013
BSN0566143,BANK2P2,94.07,2/21/2013
BSN0571674,BANK2P2,180.03,4/2/2013
BSN0566087,BANK2P2,250.00,8/20/2013
